Date,Rate
2024-06-20,16449.84
2024-06-21,16502.1
2024-06-24,16540.29
2024-06-25,16513.15
2024-06-26,16460.9
2024-06-27,16517.17
2024-06-28,16503.1
2024-07-01,16475.97
2024-07-02,16436.78
2024-07-03,16465.92
2024-07-04,16468.94
2024-07-05,16422.71
2024-07-08,16393.56
2024-07-09,16346.33
2024-07-10,16362.41
2024-07-11,16337.28
2024-07-12,16281.0
2024-07-15,16234.77
2024-07-16,16254.87
2024-07-17,16284.01
2024-07-18,16209.65
2024-07-19,16240.8
2024-07-22,16280.0
2024-07-23,16309.14
2024-07-24,16285.02
2024-07-25,16305.12
2024-07-26,16349.34
2024-07-29,16375.47
2024-07-30,16367.43
2024-07-31,16401.6
2024-08-01,16375.47
2024-08-02,16324.22
2024-08-05,16315.17
2024-08-06,16234.77
2024-08-07,16263.92
2024-08-08,16180.5
2024-08-09,16031.76
2024-08-12,15993.57
2024-08-13,16042.82
2024-08-14,15964.42
2024-08-15,15769.45
2024-08-16,15765.43
2024-08-19,15794.58
2024-08-20,15668.95
2024-08-21,15557.4
2024-08-22,15533.28
2024-08-23,15656.9
2024-08-26,15631.77
2024-08-27,15456.9
2024-08-28,15586.55
2024-08-29,15553.38
2024-08-30,15486.05
2024-09-02,15550.36
2024-09-03,15613.68
2024-09-04,15634.78
2024-09-05,15567.45
2024-09-06,15487.05
2024-09-09,15448.86
2024-09-10,15523.23
2024-09-11,15524.24
2024-09-12,15492.08
2024-09-13,15498.1
2024-09-17,15482.02
2024-09-18,15414.69
2024-09-19,15426.75
2024-09-20,15363.43
