Date,BBCA,TLKM,ASII,UNVR,ANTM
3/30/2022,7875,4580,6650,3720,2510
3/31/2022,7975,4580,6575,3660,2440
4/1/2022,7400,4170,5775,4250,2300
4/2/2022,7725,4230,5500,4020,1810
4/3/2022,7900,4400,5625,3520,2450
4/4/2022,7900,4540,6825,3570,2640
4/7/2022,7050,3990,6500,4700,1720
4/8/2022,7800,4550,6600,4600,1970
4/10/2022,8550,4440,6725,4870,1925
4/11/2022,8775,4210,6425,4540,1915
4/13/2022,7800,4690,6975,3440,2790
4/14/2022,7700,4680,6875,3400,2780
4/18/2022,7700,4710,7000,3390,2900
4/19/2022,7625,4680,6900,3350,2850
4/20/2022,7650,4630,6900,3470,2820
4/21/2022,7925,4620,7000,3400,2790
4/22/2022,7875,4620,7050,3430,2740
4/25/2022,8000,4710,7075,3690,2620
4/26/2022,8125,4760,7200,3890,2500
4/27/2022,8200,4770,7125,3810,2560
4/28/2022,8125,4620,7575,3890,2600
5/1/2022,7450,4050,5575,4210,2270
5/4/2022,7900,4520,6900,3680,2670
5/7/2022,7250,3990,6325,4760,1790
5/8/2022,7875,4650,6625,4720,2020
5/9/2022,8275,4620,6875,4530,1970
5/10/2022,8450,4460,6675,4830,1940
5/12/2022,8775,3840,6025,4740,2060
5/13/2022,7325,4260,7125,4800,2330
5/17/2022,7400,4180,7000,4800,2390
5/18/2022,7575,4250,7100,5025,2400
5/19/2022,7450,4210,7000,4880,2460
5/20/2022,7400,4170,7125,5050,2490
5/23/2022,7375,4110,6950,4880,2530
5/24/2022,7350,4150,7150,4810,2570
5/25/2022,7375,4200,7100,4770,2490
5/27/2022,7575,4300,7225,4760,2470
5/30/2022,7575,4250,7250,4650,2560
5/31/2022,7750,4310,7350,4730,2510
6/1/2022,7475,4120,5675,4230,2230
6/4/2022,7750,4430,7000,3600,2650
6/6/2022,7450,4340,7225,4770,2450
6/7/2022,7300,4020,6075,4780,1720
6/9/2022,8275,4510,6900,4510,1990
6/10/2022,8425,4430,6600,4900,1930
6/12/2022,8675,3600,5875,4740,1965
6/13/2022,7350,4080,7025,4690,2260
6/14/2022,7400,4110,6975,4740,2180
6/15/2022,7325,4060,6700,4800,2170
6/16/2022,7575,4040,6850,4800,2150
6/17/2022,7500,4120,6950,4650,2110
6/20/2022,7625,4040,6925,5025,2070
6/21/2022,7650,4110,6850,5050,2150
6/22/2022,7500,4050,6800,4890,2020
6/23/2022,7525,4160,6875,4960,1965
6/24/2022,7475,4150,6675,4990,1970
6/27/2022,7350,4070,6650,4980,1890
6/28/2022,7300,4030,6700,5050,1865
6/29/2022,7275,4040,6500,4940,1835
6/30/2022,7250,4000,6625,4770,1800
7/1/2022,7650,4170,5700,4220,2230
7/2/2022,7800,4290,5475,4000,1810
7/3/2022,7700,4510,5800,3430,2820
7/4/2022,7750,4540,6900,3570,2760
7/6/2022,7375,4250,7200,4730,2420
7/7/2022,7100,4040,5950,5000,1720
7/9/2022,8375,4490,6650,4590,1950
7/10/2022,8200,4350,6475,4840,1935
7/11/2022,8850,4280,6500,4620,2000
7/12/2022,8450,3680,5725,4700,1920
7/13/2022,7000,3940,5825,4900,1720
7/14/2022,7025,4020,6100,4900,1650
7/15/2022,7000,4150,5950,4830,1540
7/18/2022,7150,4190,6025,4980,1560
7/19/2022,7175,4160,6075,4970,1655
7/20/2022,7400,4210,6275,4970,1695
7/21/2022,7400,4260,6175,5000,1675
7/22/2022,7325,4230,6075,5000,1780
7/25/2022,7300,4240,6075,4930,1755
7/26/2022,7300,4250,6100,4930,1790
7/27/2022,7325,4300,6100,4720,1785
7/28/2022,7350,4240,6050,4510,2000
7/29/2022,7350,4230,6325,4510,1955
8/2/2022,7725,4230,5550,4000,1790
8/3/2022,7650,4620,6250,3360,2840
8/4/2022,7850,4580,7000,3540,2800
8/6/2022,7600,4100,7175,4890,2420
8/7/2022,7150,4010,5975,4890,1715
8/8/2022,7875,4700,6700,4790,2060
8/9/2022,8350,4560,6650,4520,1920
8/11/2022,8750,4220,6525,4630,1985
8/12/2022,8500,3740,5675,4660,1990
8/15/2022,7950,4450,6875,4760,2130
8/16/2022,7975,4410,6975,4770,2080
8/18/2022,8000,4550,6975,4790,2050
8/19/2022,7900,4600,6975,4730,2060
8/22/2022,8000,4650,6925,4750,1985
8/23/2022,7900,4660,6975,4810,2030
8/24/2022,7950,4750,7050,4850,2010
8/25/2022,8075,4570,6975,4840,1995
8/26/2022,8000,4490,6875,4610,1955
8/29/2022,8150,4520,6825,4580,1900
8/30/2022,8175,4480,6900,4580,1985
8/31/2022,8200,4560,6975,4590,1990
9/2/2022,7950,4280,5550,3960,1780
9/3/2022,7850,4440,6300,3400,2650
9/5/2022,7600,4310,7050,4010,2530
9/6/2022,7500,4050,7200,4820,2400
9/8/2022,7900,4640,6750,4720,2180
9/9/2022,8375,4600,6775,4500,1975
9/11/2022,8875,4190,6550,4540,2000
9/12/2022,8575,3650,5675,4620,1935
9/13/2022,8525,4520,7200,4670,2070
9/14/2022,8500,4480,7150,4630,2120
9/15/2022,8750,4500,7050,4600,2070
9/16/2022,8450,4410,6900,4630,2040
9/19/2022,8650,4500,7125,4600,2050
9/20/2022,8550,4480,7175,4730,2050
9/21/2022,8475,4430,7150,4810,2080
9/22/2022,8475,4430,7175,4810,2080
9/23/2022,8375,4380,7150,4810,2040
9/26/2022,8425,4460,6975,4790,1970
9/27/2022,8300,4440,6950,4800,1965
9/28/2022,8325,4470,6800,4810,1925
9/29/2022,8375,4440,6775,4850,1920
9/30/2022,8550,4460,6625,4830,1940
10/1/2022,7600,4100,5650,4250,2220
10/2/2022,7750,4460,5450,3980,1880
10/3/2022,7925,4410,6250,3430,2570
10/5/2022,7525,4340,7000,4380,2420
10/6/2022,7350,4020,6925,4750,2290
10/8/2022,7900,4560,6850,4780,2120
10/10/2022,8300,4420,6500,4800,1910
10/11/2022,8800,4170,6525,4560,2000
10/13/2022,8275,4300,6350,4840,1830
10/14/2022,8250,4290,6350,4810,1820
10/17/2022,8250,4330,6425,4830,1805
10/18/2022,8300,4250,6350,4900,1795
10/19/2022,8275,4200,6525,5350,1825
10/20/2022,8500,4350,6425,5400,1820
10/21/2022,8650,4360,6575,5300,1800
10/24/2022,8900,4410,6650,5325,1795
10/25/2022,8700,4390,6700,5275,1770
10/26/2022,8550,4370,6575,5400,1810
10/27/2022,8700,4370,6650,5350,1840
10/28/2022,8750,4450,6550,4980,1835
10/31/2022,8800,4390,6650,4640,1845
11/1/2022,7700,4090,5700,4180,2080
11/2/2022,7825,4450,5450,3900,1845
11/3/2022,7950,4590,6275,3370,2520
11/4/2022,7725,4590,6850,3460,2630
11/5/2022,7650,4330,6900,4880,2400
11/7/2022,7125,4040,6050,4800,1720
11/8/2022,7950,4570,6950,4750,2240
11/10/2022,8250,4310,6525,4730,1895
11/11/2022,8850,4150,6450,4540,2120
11/14/2022,8750,4050,6300,4590,2120
11/15/2022,8800,4050,6225,4610,2160
11/16/2022,8600,4050,6175,4610,2030
11/17/2022,8725,4040,6300,4590,1975
11/18/2022,8825,4010,6225,4640,1960
11/21/2022,8725,4030,6325,4550,1960
11/22/2022,8900,4000,6225,4560,1935
11/23/2022,8875,3970,6200,4550,1975
11/24/2022,9000,4030,6200,4560,1970
11/25/2022,8975,4030,6175,4600,1950
11/28/2022,9025,3980,6225,4710,1915
11/29/2022,8975,3980,6050,4700,1965
11/30/2022,9300,4040,6050,4800,1985
12/1/2022,7700,4110,5725,4330,1935
12/4/2022,7800,4630,6950,3520,2670
12/5/2022,7275,4300,6850,4690,2330
12/7/2022,7175,4010,6100,4880,1740
12/8/2022,7925,4550,6950,4770,2220
12/9/2022,8375,4540,6975,4550,1980
12/10/2022,8325,4340,6350,4790,1880
12/12/2022,8700,3700,5675,4690,1950
12/13/2022,8700,3750,5825,4720,1930
12/14/2022,8625,3750,5825,4720,1940
12/15/2022,8500,3670,5800,4700,1935
12/16/2022,8600,3680,5775,4870,2020
12/19/2022,8650,3720,5700,4730,2040
12/20/2022,8575,3720,5700,4770,2010
12/21/2022,8675,3790,5700,4780,2040
12/22/2022,8575,3750,5775,4840,2030
12/23/2022,8500,3780,5675,4820,2000
12/26/2022,8575,3750,5650,4750,2000
12/27/2022,8600,3810,5675,4810,1990
12/28/2022,8650,3730,5625,4770,2010
12/29/2022,8575,3780,5650,4760,2010
12/30/2022,8550,3750,5700,4700,1985
1/2/2023,8500,3870,6000,4630,2370
1/3/2023,8600,3930,6150,4150,2000
1/8/2023,9125,3750,6875,3770,2040
1/9/2023,9225,3720,6550,3660,1955
1/11/2023,8600,3620,5800,3580,1650
1/12/2023,8950,3830,5750,3630,1705
1/13/2023,8050,3780,5450,4790,2150
1/16/2023,8150,3850,5600,4770,2180
1/17/2023,8325,3950,5550,4760,2270
1/18/2023,8300,3930,5650,4800,2260
1/19/2023,8325,3890,5850,4800,2270
1/20/2023,8300,3870,5900,4810,2320
1/24/2023,8225,3850,5925,4830,2320
1/25/2023,8200,3840,5950,4850,2290
1/26/2023,8475,3970,5900,4800,2320
1/27/2023,8700,3960,5875,4750,2300
1/30/2023,8700,3960,5875,4760,2290
1/31/2023,8475,3850,6000,4660,2310
2/1/2023,8550,3800,5700,4620,1980
2/2/2023,8450,3890,5925,4730,2350
2/3/2023,8625,3880,6150,4150,2010
2/5/2023,9050,4190,6675,4400,2060
2/8/2023,9200,3690,6850,3690,2010
2/10/2023,9075,3750,6275,3700,1805
2/11/2023,8850,3620,5800,3590,1650
2/13/2023,8875,3790,5725,4520,2240
2/14/2023,8950,3800,5725,4560,2210
2/15/2023,8875,3790,5675,4550,2200
2/16/2023,8700,3770,5700,4520,2110
2/17/2023,8725,3760,5675,4510,2090
2/20/2023,8750,3820,5600,4540,2080
2/21/2023,8700,3840,5575,4500,2080
2/22/2023,8675,3860,5625,4480,2050
2/23/2023,8725,3970,5650,4400,2030
2/24/2023,8675,4040,5750,4350,2000
2/27/2023,8775,3960,5800,4300,2010
2/28/2023,8750,3880,6100,4180,1990
3/1/2023,8550,3860,5650,4600,2000
3/2/2023,8700,3880,5875,4690,2330
3/3/2023,8475,3900,6050,4060,1995
3/4/2023,8800,4080,6000,4290,2090
3/5/2023,8925,4150,6625,4400,2120
3/7/2023,9075,4000,6825,4310,1965
3/8/2023,9250,3720,6825,3770,2010
3/10/2023,9200,3770,6200,3590,1765
3/11/2023,8900,3570,5900,3550,1655
3/13/2023,8550,4070,5925,4160,1850
3/14/2023,8325,4020,5775,4210,1815
3/15/2023,8325,4010,5775,4100,1855
3/16/2023,8300,4050,5850,4070,1795
3/17/2023,8375,4050,5850,4160,1895
3/20/2023,8400,3990,5875,4160,1900
3/21/2023,8500,4120,5875,4200,1885
3/24/2023,8825,4070,5950,4270,1895
3/27/2023,8700,4050,5875,4290,1960
3/28/2023,8675,4050,5850,4300,1995
3/29/2023,8800,4100,5950,4360,2080
3/30/2023,8825,4090,5900,4260,2090
3/31/2023,8750,4060,6000,4350,2090
4/1/2023,8350,3820,5675,4640,2050
4/4/2023,8775,4060,6025,4290,2050
4/5/2023,9000,4150,6600,4450,2130
4/7/2023,9050,3970,6775,4330,1970
4/8/2023,9150,3690,6800,3740,2020
4/9/2023,9225,3730,6600,3660,1950
4/10/2023,9200,3780,6075,3580,1740
4/12/2023,8925,3810,5750,3630,1750
4/13/2023,8925,4340,6250,4100,2130
4/14/2023,9000,4340,6200,4150,2110
4/17/2023,9025,4270,6225,4130,2120
4/18/2023,9125,4270,6425,4090,2100
4/26/2023,9200,4400,6700,4100,2110
4/27/2023,9150,4320,6700,4400,2080
4/28/2023,9050,4250,6750,4400,2100
5/1/2023,8250,3770,5375,4730,1965
5/4/2023,8725,4150,6000,4250,2100
5/5/2023,9000,4170,6150,4490,2040
5/6/2023,9200,4080,6825,4500,1975
5/7/2023,9050,3980,6775,4310,1985
5/9/2023,9225,3740,6600,3620,1950
5/10/2023,9075,3720,6025,3660,1705
5/12/2023,8900,3850,5725,3620,1745
5/15/2023,8775,3980,6350,4500,1990
5/16/2023,8700,3980,6275,4510,1970
5/17/2023,8775,3990,6325,4460,1935
5/19/2023,9000,4020,6475,4430,1955
5/22/2023,9000,4040,6600,4420,1940
5/23/2023,9125,4040,6600,4450,1945
5/24/2023,9025,4160,6675,4410,1950
5/25/2023,9050,4120,6600,4410,1945
5/26/2023,9150,4130,6600,4380,1920
5/29/2023,9150,4200,6600,4550,1935
5/30/2023,9250,4120,6500,4540,1940
5/31/2023,9050,4040,6450,4530,1895
6/1/2023,8300,3710,5450,4760,1985
6/2/2023,8725,3880,5850,4730,2270
6/3/2023,8400,3880,6075,4170,1960
6/4/2023,8750,4250,5925,4250,2100
6/6/2023,9150,4090,6800,4460,2010
6/7/2023,9075,3960,6800,4250,2020
6/9/2023,9150,3790,6525,3650,1945
6/10/2023,9025,3780,6075,3800,1715
6/11/2023,9050,3650,5925,3620,1700
6/12/2023,8800,3920,5725,3510,1700
6/13/2023,9150,4030,6750,4510,2010
6/14/2023,9075,4000,6900,4440,2030
6/15/2023,9050,4020,6875,4520,2040
6/16/2023,9050,3970,6850,4390,2060
6/19/2023,9000,3960,6875,4380,2030
6/20/2023,9050,3990,6800,4300,2020
6/21/2023,9125,3980,6925,4360,2010
6/22/2023,9050,3940,6775,4250,2010
6/23/2023,9050,3950,6775,4270,2010
6/26/2023,9075,3990,6800,4230,1950
6/27/2023,9150,4000,6775,4260,1950
7/2/2023,8850,3800,5875,4860,2250
7/3/2023,8425,3880,5950,4080,1940
7/6/2023,9100,4150,6800,4570,2020
7/7/2023,9025,3960,6825,4240,1975
7/8/2023,9275,3680,6875,3720,2040
7/9/2023,9175,3760,6400,3630,1955
7/11/2023,8975,3570,5825,3570,1690
7/12/2023,8825,3910,5675,3570,1635
7/13/2023,9125,3920,6800,4250,1990
7/14/2023,9200,3930,6750,4250,2000
7/17/2023,9175,3910,6675,4270,1990
7/18/2023,9150,3850,6575,4270,1990
7/20/2023,9150,3850,6525,4220,1990
7/21/2023,9150,3860,6450,4290,1975
7/24/2023,9100,3900,6550,4290,1975
7/25/2023,9150,3880,6500,4050,1975
7/26/2023,9350,3880,6600,3970,1985
7/27/2023,9225,3720,6525,3840,1970
7/28/2023,9125,3720,6625,3870,1960
7/31/2023,9125,3720,6850,3850,1985
8/2/2023,8825,3840,5800,5025,2240
8/3/2023,8575,3940,5925,4100,1885
8/5/2023,9000,4060,6125,4470,2070
8/6/2023,9125,4170,6775,4600,1985
8/8/2023,9200,3730,6850,3750,2010
8/9/2023,9125,3690,6400,3610,1945
8/11/2023,9000,3520,5725,3600,1660
8/12/2023,8750,3940,5675,3510,1685
8/14/2023,9350,3830,6800,3730,2000
8/15/2023,9300,3820,6725,3730,1990
8/16/2023,9300,3830,6750,3730,1960
8/18/2023,9250,3760,6525,3690,1950
8/21/2023,9175,3740,6475,3710,1950
8/22/2023,9300,3750,6550,3710,1945
8/23/2023,9300,3740,6550,3750,1955
8/24/2023,9200,3720,6475,3720,1995
8/25/2023,9275,3720,6450,3760,1990
8/28/2023,9200,3700,6425,3780,1995
8/29/2023,9250,3720,6400,3760,1995
8/30/2023,9200,3810,6450,3740,1995
8/31/2023,9175,3730,6450,3670,1990
9/1/2023,8450,3790,5350,4760,2060
9/2/2023,8900,3770,5675,4920,2220
9/3/2023,8575,3970,6025,4100,1875
9/5/2023,8925,4070,6325,4390,2110
9/6/2023,9100,4150,6800,4550,1975
9/8/2023,9400,3770,6875,3720,2010
9/10/2023,9050,3760,6125,3720,1810
9/11/2023,9000,3530,5750,3600,1655
9/13/2023,9075,3710,6300,3590,1915
9/14/2023,9100,3680,6325,3560,1900
9/15/2023,9000,3720,6300,3500,1900
9/18/2023,9000,3680,6300,3470,1845
9/19/2023,9075,3730,6350,3580,1840
9/20/2023,9150,3810,6300,3630,1860
9/21/2023,9125,3810,6200,3770,1835
9/22/2023,9075,3860,6200,3850,1850
9/25/2023,9000,3770,6250,3820,1850
9/26/2023,8950,3760,6200,3820,1840
9/27/2023,8875,3720,6150,3770,1820
9/29/2023,8825,3750,6225,3740,1815
10/1/2023,8175,3830,5325,4690,2040
10/2/2023,8825,3800,5700,4580,2220
10/3/2023,8450,4010,5975,4110,1880
10/4/2023,8800,4300,5975,4290,2020
10/5/2023,8925,4130,6325,4500,2100
10/7/2023,9050,3950,6775,4250,1980
10/8/2023,9400,3800,6750,3680,1990
10/10/2023,8925,3810,6050,3670,1815
10/11/2023,8825,3550,5775,3590,1625
10/13/2023,9075,3850,5975,3650,1755
10/16/2023,9100,3760,5850,3650,1805
10/17/2023,8950,3790,5850,3830,1810
10/18/2023,8850,3750,5825,3820,1850
10/19/2023,8750,3730,5725,3810,1815
10/20/2023,8975,3700,5700,3860,1825
10/23/2023,8850,3610,5600,3840,1750
10/24/2023,8775,3650,5800,3990,1765
10/25/2023,8875,3600,5775,4080,1730
10/26/2023,8725,3480,5725,3980,1730
10/27/2023,8700,3500,5725,3980,1725
10/30/2023,8850,3420,5800,3790,1725
10/31/2023,8750,3490,5775,3620,1705
11/1/2023,8125,3870,5225,4700,2070
11/4/2023,8825,4300,6075,4200,2110
11/5/2023,8825,4090,6250,4430,2040
11/7/2023,9025,3980,6800,4250,2000
11/8/2023,9400,3810,6750,3700,1990
11/9/2023,9125,3700,6375,3650,1955
11/10/2023,8925,3780,6050,3610,1815
11/12/2023,8750,3980,5600,3500,1655
11/13/2023,8875,3520,5650,3530,1620
11/14/2023,8925,3500,5675,3480,1620
11/15/2023,9050,3550,5750,3430,1640
11/16/2023,9075,3540,5825,3460,1650
11/17/2023,9075,3550,5700,3470,1635
11/20/2023,8875,3590,5800,3460,1610
11/21/2023,8775,3620,5775,3480,1620
11/22/2023,8875,3610,5675,3500,1605
11/23/2023,8925,3600,5700,3540,1600
11/24/2023,8925,3620,5725,3530,1605
11/27/2023,8875,3680,5625,3520,1620
11/28/2023,8875,3770,5550,3600,1655
11/29/2023,8900,3720,5525,3630,1700
11/30/2023,8975,3760,5400,3650,1740
12/1/2023,8175,3860,5350,4760,2130
12/4/2023,8900,4310,6250,4190,2110
12/5/2023,8800,3980,6225,4400,2000
12/6/2023,9150,4050,6775,4610,1995
12/7/2023,9175,3980,6775,4210,1990
12/9/2023,9100,3710,6300,3620,1945
12/10/2023,9050,3830,5950,3630,1775
12/12/2023,8700,3910,5575,3430,1625
12/13/2023,8675,3920,5525,3450,1595
12/14/2023,9050,3940,5625,3400,1640
12/15/2023,9225,3980,5650,3500,1670
12/18/2023,9200,3970,5600,3410,1665
12/19/2023,9250,3970,5625,3430,1640
12/20/2023,9300,3960,5625,3460,1635
12/21/2023,9325,3950,5550,3470,1635
12/22/2023,9325,3960,5550,3470,1665
12/27/2023,9375,3940,5550,3470,1735
12/28/2023,9400,3960,5600,3540,1715
12/29/2023,9400,3950,5650,3530,1705
1/2/2024,9425,3990,5700,3550,1735
1/3/2024,9350,3960,5600,3530,1700
1/4/2024,9475,3970,5700,3520,1685
1/5/2024,9575,3890,5625,3520,1675
1/8/2024,9575,3890,5575,3480,1650
1/9/2024,9625,3960,5575,3430,1645
1/10/2024,9550,4000,5525,3410,1655
1/11/2024,9575,3990,5550,3410,1635
1/12/2024,9700,4010,5600,3470,1625
1/15/2024,9725,4000,5525,3430,1605
1/16/2024,9700,4010,5500,3410,1605
1/17/2024,9750,3990,5400,3320,1605
1/18/2024,9675,3950,5375,3300,1620
1/19/2024,9625,3940,5350,3240,1645
1/22/2024,9625,3980,5225,3120,1645
1/23/2024,9600,3950,5125,3180,1610
1/24/2024,9525,3970,5075,3200,1535
1/25/2024,9500,3980,5050,3160,1555
1/26/2024,9350,3980,5075,3160,1575
1/29/2024,9550,4010,4930,3080,1565
1/30/2024,9650,4000,5100,3130,1565
1/31/2024,9550,3960,5125,3100,1550
2/1/2024,9700,4040,5125,3100,1535
2/2/2024,9700,3990,5325,3170,1525
2/5/2024,9575,3980,5175,3200,1440
2/6/2024,9625,3980,5250,3250,1425
2/7/2024,9700,3980,5325,3270,1410
2/12/2024,9800,4000,5300,2920,1465
2/13/2024,9725,3980,5200,2800,1545
2/15/2024,9850,4030,5125,2930,1540
2/16/2024,9950,4160,5200,2830,1530
2/19/2024,9875,4160,5125,2800,1515
2/20/2024,10025,4210,5200,2760,1505
2/21/2024,9975,4180,5250,2690,1470
2/22/2024,9875,4090,5275,2720,1500
2/23/2024,9825,4100,5125,2690,1550
2/26/2024,9800,4090,5125,2590,1515
2/27/2024,9875,3990,5175,2620,1480
2/28/2024,10000,3990,5225,2700,1490
2/29/2024,9875,4000,5225,2730,1460
3/1/2024,9825,3920,5225,2730,1480
3/4/2024,9750,3940,5200,2670,1460
3/5/2024,9800,3870,5100,2670,1460
3/6/2024,9950,3900,5175,2690,1525
3/7/2024,10125,3900,5125,2730,1575
3/8/2024,10150,3860,5150,2660,1565
3/13/2024,10000,3900,5150,2720,1620
3/14/2024,10325,3960,5275,2690,1645
3/15/2024,10150,3970,5175,2640,1615
3/18/2024,10150,3920,5150,2770,1655
3/19/2024,10175,3940,5225,2740,1660
3/20/2024,10125,3930,5275,2760,1660
3/21/2024,10125,3890,5350,2720,1700
3/22/2024,10100,3900,5375,2720,1670
3/25/2024,10075,3730,5350,2760,1660
3/26/2024,10050,3620,5300,2770,1665
3/27/2024,10075,3490,5275,2730,1635
3/28/2024,10075,3470,5150,2700,1600
4/1/2024,9850,3510,5200,2730,1580
4/2/2024,9900,3490,5275,2740,1640
4/3/2024,9525,3420,5250,2690,1645
4/4/2024,9850,3450,5175,2710,1660
4/5/2024,9825,3430,5275,2680,1670
4/16/2024,9475,3220,5100,2540,1810
4/17/2024,9525,3200,5125,2370,1795
4/18/2024,9475,3250,5100,2390,1725
4/19/2024,9475,3150,4900,2380,1760
4/22/2024,9350,3170,4950,2410,1770
4/23/2024,9725,3100,5025,2330,1740
4/24/2024,9950,3040,4910,2390,1680
4/25/2024,9775,3040,4950,2640,1590
4/26/2024,9625,3030,4880,2590,1595
4/29/2024,9800,3080,5025,2590,1615
4/30/2024,9800,3170,5150,2620,1640
5/2/2024,9550,3120,5175,2640,1510
5/3/2024,9850,3160,5225,2600,1490
5/6/2024,9800,3050,5100,2600,1515
5/7/2024,9700,3090,5050,2540,1505
5/8/2024,9375,3080,5125,2560,1535
5/13/2024,9525,3090,5075,2650,1525
5/14/2024,9550,3120,4580,2700,1525
5/15/2024,9500,3100,4530,2680,1565
5/16/2024,9600,3010,4710,2700,1565
5/17/2024,9750,2990,4800,2710,1620
5/20/2024,9475,2990,4740,2700,1655
5/21/2024,9375,2950,4700,2910,1565
5/22/2024,9425,2940,4710,3060,1525
5/27/2024,9300,2810,4550,3260,1495
5/28/2024,9300,2860,4510,3280,1515
5/29/2024,9150,2810,4460,3010,1525
5/30/2024,9000,2810,4320,3110,1490
5/31/2024,9250,2900,4290,3120,1465
6/3/2024,9275,2930,4500,3080,1470
6/4/2024,9350,3000,4580,3130,1440
6/5/2024,9450,3060,4600,3070,1340
6/6/2024,9475,3050,4560,3080,1315
6/7/2024,9325,3050,4560,3010,1300
6/10/2024,9525,3010,4510,3070,1240
6/11/2024,9300,2880,4350,3060,1255
6/12/2024,9250,2920,4360,3060,1270
6/13/2024,9200,2840,4460,3060,1255
6/14/2024,9200,2720,4420,3200,1210
6/19/2024,9050,2830,4450,3070,1215
6/20/2024,9425,2840,4450,3040,1215
6/21/2024,9600,2950,4490,2990,1230
6/24/2024,9600,2950,4430,3010,1250
6/25/2024,9600,2990,4400,3010,1225
6/26/2024,9500,3000,4420,3010,1215
6/27/2024,9750,3030,4430,3080,1230
6/28/2024,9925,3130,4460,3020,1250
7/1/2024,9875,3090,4620,2960,1305
7/2/2024,9900,3040,4530,2970,1295
7/3/2024,10000,3030,4570,2940,1315
7/4/2024,9825,2960,4550,2920,1325
7/5/2024,9950,3020,4580,2910,1310
7/8/2024,10050,3080,4640,3050,1365
7/9/2024,10075,3080,4560,3000,1345
7/10/2024,10100,3160,4540,2960,1345
7/11/2024,10075,3180,4510,2900,1360
7/12/2024,10075,3220,4540,2920,1360
7/15/2024,10050,3160,4470,2930,1350
7/16/2024,9950,3100,4380,2810,1340
7/17/2024,9800,3250,4460,2860,1380
7/18/2024,10100,3210,4540,2800,1375
7/19/2024,10125,3140,4530,2800,1350
7/22/2024,10100,3100,4520,2740,1340
7/23/2024,10175,3160,4450,2730,1315
7/24/2024,10075,3060,4530,2720,1310
7/25/2024,10300,3090,4490,2490,1280
7/26/2024,10325,3100,4610,2490,1295
7/29/2024,10250,3050,4610,2460,1310
7/30/2024,10175,2880,4540,2430,1300
7/31/2024,10275,2880,4720,2440,1315
8/1/2024,10375,2880,4740,2500,1345
8/2/2024,10200,2850,4690,2430,1345
8/5/2024,9875,2790,4560,2410,1285
8/6/2024,10000,2790,4610,2460,1295
8/7/2024,10100,2820,4630,2480,1295
8/8/2024,10225,2850,4740,2460,1270
8/9/2024,10150,2830,4760,2460,1285
8/12/2024,10200,2870,4760,2460,1310
8/13/2024,10300,2850,4760,2450,1310
8/14/2024,10200,2860,4890,2430,1305
8/15/2024,10225,2870,4890,2380,1385
8/16/2024,10325,2960,4970,2390,1460
8/19/2024,10375,2930,5025,2360,1470
8/20/2024,10425,2980,5125,2370,1475
8/21/2024,10425,2970,5075,2360,1470
8/22/2024,10325,2920,5000,2350,1440
8/23/2024,10325,2950,5100,2350,1450
8/26/2024,10325,2980,5150,2350,1480
8/27/2024,10200,2990,5150,2290,1470
8/28/2024,10350,2980,5025,2250,1450
8/29/2024,10225,3030,5075,2240,1410
8/30/2024,10325,3060,5100,2270,1390
9/2/2024,10275,3140,5200,2290,1395
9/3/2024,10175,3080,5125,2250,1370
9/4/2024,10300,3080,5050,2240,1345
9/5/2024,10250,3020,5075,2220,1345
9/6/2024,10300,3040,5050,2220,1335
9/9/2024,10275,3030,5025,2190,1320
9/10/2024,10350,3030,5025,2210,1320
9/11/2024,10425,3040,5025,2190,1315
9/12/2024,10475,3050,5025,2220,1345
9/13/2024,10425,3110,5075,2200,1335
9/17/2024,10500,3090,5075,2180,1380
9/18/2024,10625,3120,5250,2210,1365
9/19/2024,10900,3140,5275,2200,1375
9/20/2024,10775,3150,5225,2170,1370
9/23/2024,10950,3170,5225,2210,1395
9/24/2024,10800,3160,5275,2260,1410
9/25/2024,10850,3190,5225,2300,1440
9/26/2024,10700,3170,5250,2300,1425
9/27/2024,10650,3050,5100,2270,1470
9/30/2024,10325,2990,5050,2210,1480
10/1/2024,10550,3020,5175,2210,1500
10/2/2024,10500,2920,5150,2170,1535
10/3/2024,10450,2890,5250,2190,1535
10/4/2024,10475,2880,5150,2170,1525
10/7/2024,10300,2900,5100,2270,1545
10/8/2024,10400,2990,5225,2310,1525
10/9/2024,10425,2960,5075,2280,1515
10/10/2024,10500,2950,5125,2280,1535
10/11/2024,10375,2940,5075,2270,1565
10/14/2024,10500,2900,4930,2320,1630
10/15/2024,10625,2940,4930,2350,1600
10/16/2024,10475,3000,4960,2440,1570
10/17/2024,10725,3040,4950,2370,1620
10/18/2024,10750,3100,4920,2330,1625
10/21/2024,10675,3100,5100,2330,1690
10/22/2024,10500,3010,5275,2320,1670
10/23/2024,10650,2940,5300,2330,1650
10/24/2024,10700,2900,5275,2130,1620
10/25/2024,10750,2910,5225,2100,1585
10/28/2024,10600,2920,5250,2020,1610
10/29/2024,10500,2900,5125,2020,1615
10/30/2024,10350,2900,5200,1960,1630
10/31/2024,10250,2820,5100,1965,1600
11/1/2024,10425,2780,5075,1955,1520
11/4/2024,10375,2800,5125,1870,1525
11/5/2024,10500,2770,5175,1780,1575
11/6/2024,10450,2740,5050,1755,1540
11/7/2024,10175,2760,5000,1735,1575
11/8/2024,10075,2750,4960,1760,1585
11/11/2024,10050,2690,4970,1740,1530
